id,MLS,ss,address,city,zip_code,zoning,property_type,floor_plan,bedrooms,baths,garage_spaces,year_built,list_price,close_price,main_bed,sold_concessions,terms_sale,closed_date,area,subarea,lp_sf,sp_sf,em,total_sf,finished_sf,hoa_fee,lot_size,main_beds,school_district,heat_air,total_acres,fireplace,listagent,buyersagent,dom,cdom,taxid,listoffice,selloffice
,8048773,False,9605 Yukon WY,Colorado Springs,80925,R,Single Family,2 Story,3,3,2,1999,244900,245000,False,1500,FHA,2018-10-18,F/V - Fountain Valley,Colorado Centre,170,1,2500,1439,1439,0,5200,0,3-Widefield,"Ceiling Fan, Forced Air, Natural Gas",0,None,230016450,230017089,17,17,5503419022,The Agency,Keller Williams Clients Choice
,8493709,False,1139 Cailin WY,Fountain,80817,UNKNOWN,Single Family,2 Story,3,3,2,2003,269900,270000,False,0,Conventional,2018-10-18,F/V - Fountain Valley,Heritage,123,1,2500,2191,1467,0,5590,0,8-Fountain,"Ceiling Fan, Central Air, Forced Air",0,"Gas, Main, One",230008781,230017149,2,2,5532116003,Keller Williams Partners,Redfin Corporation
,6320589,False,6276 Dancing Star WY,Colorado Springs,80911,PUD,Single Family,2 Story,4,3,3,2013,300000,300000,False,0,Conventional,2018-10-18,F/V - Fountain Valley,Painted Sky at Waterview,153,1,3000,1960,1952,150,6427,0,3-Widefield,"Ceiling Fan, Central Air, Forced Air",0,None,230013156,230017799,5,5,5507107009,Coldwell Banker Residential Brokerage             ,Minks Relocation Services
,8320499,False,6858 Mandan DR,Colorado Springs,80925,PUD,Single Family,2 Story,4,3,2,2018,315202,320499,False,5000,VA,2018-10-18,F/V - Fountain Valley,Carriage Meadows South at Lorson Ranch,118,1.02,0,2664,1872,0,5500,0,3-Widefield,"Ceiling Fan, Forced Air, Natural Gas",0,None,230017082,539040163,0,108,5522104026,"Turner Associates, LLC",ERA Shields Real Estate
,7546661,False,8072 Tompkins RD,Peyton,80831,RR-0.5,Single Family,Ranch,4,3,2,1999,374000,374000,True,0,Conventional,2018-10-18,FAN - Falcon North,Woodmen Hills,117,1,4000,3202,3042,156,43995.6,3,49-Falcon,"Ceiling Fan, Central Air, Forced Air, Natural Gas",1,"Gas, Main, One",230006337,230011824,4,4,4306201018,ERA Shields Real Estate,Woodleaf Realty Co.
,5159392,False,8237 Longleaf LN,Colorado Springs,80927,PUD,Single Family,2 Story,3,3,2,2014,314900,312000,False,4000,VA,2018-10-18,MRK - Marksheffel,Banning Lewis Ranch,168,0.99,3500,1877,1877,128,3397.68,0,49-Falcon,"Central Air, Forced Air, Natural Gas",0,None,230002548,230004006,47,47,5309316044,RE/MAX Properties Inc,RE/MAX Properties Inc
,3834713,False,6305 Village LN,Colorado Springs,80918,"HS, OC",Condominium,Ranch,1,1,1,1983,115000,105000,True,0,Conventional,2018-10-18,N/E - Northeast,Topaz On Academy,196,0.91,1500,588,588,212,271,1,11-Colorado Springs,Forced Air,0,"Main, One, Wood",230015202,230017489,11,14,6317116086,Action Team Realty,Keller Williams Premier Realty
,3757762,False,5336 Prominence PT,Colorado Springs,80923,"AO, CR, OC",Townhouse,2 Story,3,3,2,2015,245000,245000,False,3000,VA,2018-10-18,N/E - Northeast,Stetson Hills,178,1,2500,1376,1376,159,980,0,11-Colorado Springs,"Central Air, Forced Air",0,Gas,230016335,527000022,3,3,6313409095,Flying Horse Realty LLC,"Synergy Realty Group, Inc."
,6723429,False,6904 Duke DR,Colorado Springs,80918,R,Single Family,Tri-Level,3,3,2,1971,359900,350000,False,0,Conventional,2018-10-18,N/E - Northeast,Yorkshire Estates,140,0.97,3500,2565,2558,25,15000,0,20-Academy,"Ceiling Fan, Forced Air, Natural Gas",0,"Lower, One, Pellet",869018578,230017213,6,6,6308403016,Selley Group Real Estate LLC,Equity Colorado Llc
,6873975,False,4659 Poleplant DR,Colorado Springs,80918,"AO, PUD",Single Family,2 Story,4,5,3,2000,440000,435000,False,0,Cash,2018-10-18,N/E - Northeast,Sierra Ridge,125,0.99,4000,3521,3505,365,9245,0,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230013304,230011503,4,4,6313322014,RE/MAX Properties Inc,Action Team Realty
,8402970,False,7012 Granite Peak DR,Colorado Springs,80923,R1-6,Single Family,2 Story,4,4,3,2004,459000,450000,False,0,Conventional,2018-10-18,N/E - Northeast,Wagon Trails,136,0.98,4500,3386,3234,275,8800,0,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, Two, Upper",230019132,230014353,20,20,6312201038,Equity Colorado Llc,The Platinum Group
,4199100,False,5877 Wild Rye DR,Colorado Springs,80919,RS,Patio Home,Ranch,2,2,2,2018,324950,319875,True,0,Cash,2018-10-18,N/W - Northwest,Unknown,134,0.98,0,2424,1443,99,4397,2,20-Academy,"Central Air, Forced Air, Natural Gas",0,"Gas, One",225506377,230000191,131,134,6318306002,MB-Team Lassen,Selley Group Real Estate LLC
,4327941,False,668 Coyote Willow DR,Colorado Springs,80921,"R-1-6000, R-6, R1-6",Single Family,2 Story,5,4,3,2005,655756,645000,False,2500,Conventional,2018-10-18,NGT - Northgate,Northgate Highlands,142,0.98,5000,4618,4378,120,11867,0,20-Academy,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, Two, See Prop Desc Remarks",230001428,230009503,4,6,6206408012,Flying Horse Realty LLC,RE/MAX Millennium
,7361633,False,6219 Riverdale DR,Colorado Springs,80923,R-1,Single Family,2 Story,3,2,2,2003,249900,260000,False,0,Conventional,2018-10-18,PWR - Powers,Ridgeview At Stetson Hills,208,1.04,2500,1202,1202,39,5367,0,49-Falcon,Forced Air,0,None,230015793,230006977,2,2,5318213017,"Great Colorado Homes, Inc.",RE/MAX Real Estate Group LLC
,9059057,False,2368 Sierra Springs DR,Colorado Springs,80916,R1-6,Single Family,2 Story,3,3,2,2010,229900,235000,False,0,Conventional,2018-10-18,S/E - Southeast,Sierra Springs,159,1.02,1500,1444,1444,140,6229,0,2-Harrison,"Ceiling Fan, Central Air, Forced Air",0,"Gas, Main, One",230016694,230016441,1,1,6426306023,"Synergy Realty Group, Inc.",Parker St Claire LLC
,7982526,False,2466 Payne CR,Colorado Springs,80916,R-6,Single Family,Bi-level,4,2,1,1973,239900,240000,False,0,Cash,2018-10-18,S/E - Southeast,Southborough,128,1,2500,1878,1818,0,10300,0,2-Harrison,"Forced Air, Natural Gas",0,"Insert, Lower, One, Stove, Wood",230003290,230001575,22,22,6426301018,"RE/MAX Advantage Realty, Inc.",RE/MAX Properties Inc
,1038415,False,3537 Bay Owl GR,Colorado Springs,80916,"AO, R-5",Townhouse,2 Story,3,3,2,2009,239900,240000,False,0,VA,2018-10-18,S/E - Southeast,Canyon Springs at Soaring Eagles,128,1,2500,1870,1870,150,2016,0,2-Harrison,"Forced Air, Natural Gas",0,"Main, One",230012558,230019051,9,10,6436317083,RE/MAX Properties Inc,EXIT Realty DTC Cherry Ck Pike
,6957330,False,3130 Poughkeepsie DR,Colorado Springs,80916,"AO, R-1-6000",Single Family,Ranch,4,3,3,2004,350000,330000,True,0,Cash,2018-10-18,S/E - Southeast,Soaring Eagles,105,0.94,3500,3344,3260,100,10669,1,2-Harrison,"Central Air, Forced Air",0,"Gas, Main, One",230017238,230019999,55,55,6436410009,ERA Shields Real Estate,Flying Horse Realty LLC
,5448674,False,835 Bayfield DR,Colorado Springs,80906,R1-6,Single Family,Tri-Level,4,3,2,1984,340000,347000,False,7000,VA,2018-10-18,S/W - Southwest,M J Brock,161,1.02,3500,2117,2117,0,9195,0,2-Harrison,"Forced Air, Natural Gas",0,"Main, One, Wood",230002462,219523923,4,4,6505203027,Coldwell Banker Residential Brokerage             ,Castle Real Estate Services
,8435181,False,2470 Mesa RD,Colorado Springs,80904,R-1-6000,Single Family,Ranch,3,2,2,1951,269000,305000,True,0,Cash,2018-10-18,WES - West,Garden Of The Gods,162,1.13,2500,1665,1665,35,15342,3,11-Colorado Springs,Forced Air,0,"Main, Masonry",230016735,230001813,6,7,7402101048,"EXIT Realty DTC, Cherry Creek, Pikes Peak",Harris Group Realty Inc
,6926090,False,1024 Yuma ST,Colorado Springs,80909,R-5,Single Family,Ranch,2,1,0,1942,185000,178500,True,0,Conventional,2018-10-19,CEN - Central,Central,206,0.96,1500,900,800,0,7360,2,11-Colorado Springs,"Evaporative, Forced Air",0,None,230001813,230007189,1,1,6409124026,Harris Group Realty Inc,Harris Group Realty Inc
,4362541,False,1116 Florence AV,Colorado Springs,80905,R1-6,Single Family,Ranch,3,1,1,1956,214900,214000,True,3000,VA,2018-10-19,CEN - Central,Stratton Meadows,240,1,2000,894,894,0,6100,3,2-Harrison,"Forced Air, Natural Gas",0,None,230015448,230010470,7,7,6429312028,Keller Williams Clients Choice Rlty,RE/MAX Properties Inc
,2015773,False,1230 N Wahsatch AV,Colorado Springs,80903,R-2,Single Family,Ranch,4,2,1,1920,375000,375000,True,0,Conventional,2018-10-19,CEN - Central,Hallowells,209,1,3500,1792,1756,0,4499.75,2,11-Colorado Springs,"Ceiling Fan, Central Air, Natural Gas, Smart Home Thermostat",0,None,230009118,230010857,12,12,6407109001,Berkshire Hathaway HomeServices Rocky Mountain,The Platinum Group
,9376069,False,12366 S nate CR,Parker,80134,UNKNOWN,Single Family,2 Story,3,4,2,2001,360000,360000,False,0,VA,2018-10-19,D/P - Douglas/Parker,Stroh Ranch,157,1,0,2297,1754,97,3876.84,0,Re1-Douglas,"Forced Air, Natural Gas",0,None,635504004,230016521,0,0,223334101229,Non Member,RE/MAX Properties Inc
,4468688,False,33 Maid Marian DR,Divide,80814,R-1,Single Family,Ranch,1,1,2,2001,240000,225000,True,0,FHA,2018-10-19,DIV - Divide,Sherwood Forest Estates,243,0.94,2000,988,988,0,14810.4,1,Re2-Woodland Park,"Hot Water, Radiant Heat",0,Wood,230004286,523000293,6,6,45113240130,RE/MAX Performance Inc,RE/MAX Performance Inc
,7684838,False,3408 Constitution AV,Colorado Springs,80909,R-1,Single Family,Ranch,3,2,0,1961,189900,199000,True,0,Conventional,2018-10-19,EAS - East,Palmer Park,88,1.05,2000,2146,1985,0,6900,3,11-Colorado Springs,Forced Air,0,None,230001966,230019502,2,2,6403408015,Berkshire Hathaway HomeServices Rocky Mountain,Coldwell Banker Res. Brokerage
,2625207,False,618 Potter DR,Colorado Springs,80909,R-1,Single Family,Tri-Level,5,2,2,1964,265000,263000,False,0,Conventional,2018-10-19,EAS - East,Austin Estates,112,0.99,2500,2371,2336,0,10870,1,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,None,230016450,230018378,1,1,6411303031,The Agency,Clemente Real Estate Services
,2547027,False,1413 Tesla DR,Colorado Springs,80909,R1-6,Single Family,Ranch,5,3,2,1969,295000,301500,True,6500,Conventional,2018-10-19,EAS - East,Austin Estates,95,1.02,3500,3118,2981,0,8204,3,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air",0,"Main, One",230013898,230002924,2,2,6410102018,"Mountain View Real Estate Group, LLC",Higher Ground Real Estate
,4798234,False,5235 Cracker Barrel CR,Colorado Springs,80917,R1-6,Single Family,4-Levels,6,4,2,1973,348950,348950,False,0,VA,2018-10-19,EAS - East,Homestead,117,1,3500,2984,2984,0,16000,0,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Lower, One, Wood",230008606,230018766,49,50,6325215008,Davidson Properties Inc,Century 21 Dream Home
,2178049,False,6630 Player PL,Colorado Springs,80911,R-1,Single Family,Ranch,3,1,2,1972,210500,210000,True,0,Cash,2018-10-19,F/V - Fountain Valley,Widefield Country Club Heights,194,1,2000,1085,1085,0,6900,3,3-Widefield,"Central Air, Forced Air, Natural Gas",0,None,230009242,635504004,62,63,5519112021,RE/MAX Properties Inc,Non Member
,8507032,False,7275 Bentwater DR,Fountain,80817,UNKNOWN,Single Family,4-Levels,3,3,2,2005,245000,250000,False,4000,VA,2018-10-19,F/V - Fountain Valley,Cross Creek,154,1.02,2500,1594,1230,25,5200,0,8-Fountain,"Central Air, Forced Air, Natural Gas",0,"Gas, Lower, One",230010411,315525254,6,6,5529324007,Struska Real Estate,Merit Company Inc
,8625568,False,1116 Ancestra DR,Fountain,80817,R-1,Single Family,2 Story,4,4,2,1999,255000,255000,False,4000,VA,2018-10-19,F/V - Fountain Valley,Heritage,130,1,1500,1962,1943,0,5293,0,8-Fountain,"Forced Air, Natural Gas",0,Gas,230016026,230007498,2,2,5532111002,Keller Williams Partners,RE/MAX Real Estate Group LLC
,6130003,False,8850 Chalali Mesa CT,Fountain,80817,R-1 10000,Single Family,2 Story,5,4,2,2005,299900,310000,False,4950,VA,2018-10-19,F/V - Fountain Valley,Cheyenne Ridge,102,1.03,3000,2936,2860,0,15002,0,8-Fountain,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230009112,230016521,1,1,5531102046,Springs Elite Realty,RE/MAX Properties Inc
,3613691,False,6248 Decker DR,Colorado Springs,80925,PUD,Single Family,2 Story,4,4,2,2017,315000,311225,True,0,Conventional,2018-10-19,F/V - Fountain Valley,Pioneer Landing At Lorson Ranch,140,0.99,2500,2253,2215,0,5500,0,3-Widefield,Central Air,0,None,230019110,230003705,88,88,5514426006,HomeSmart Realty Group,RE/MAX Real Estate Group LLC
,9859316,False,10179 Seawolf DR,Colorado Springs,80925,PUD,Single Family,Ranch,3,2,2,2015,325900,313900,True,325,FHA,2018-10-19,F/V - Fountain Valley,The Meadows At Lorson Ranch,94,0.96,1000,3483,1737,0,6858,3,3-Widefield,Central Air,0,None,145505496,635504004,581,760,5523211014,Tracy Norton,Non Member
,8018706,False,7407 Dutch LP,Colorado Springs,80925,PUD,Single Family,2 Story,4,3,3,2015,375000,365000,True,0,VA,2018-10-19,F/V - Fountain Valley,The Glen At Widefield,86,0.97,4000,4361,2816,130,10114,1,3-Widefield,"Central Air, Forced Air",0,None,230016370,230015602,33,33,5521415014,ERA Shields Real Estate,BHHS Rocky Mountain
,5310244,False,9068 Sunningdale RD,Peyton,80831,PUD,Single Family,2 Story,4,4,3,2005,329000,325000,False,2750,Conventional,2018-10-19,FAN - Falcon North,Woodmen Hills,117,0.99,3000,2814,2760,125,10184,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, Two, Upper",230013695,230018215,19,19,4231210020,Shorewood Real Estate SOCO,RE/MAX Real Estate Group LLC
,2469142,False,10750 Maroon Peak WY,Peyton,80831,PUD,Single Family,2 Story,4,3,3,2017,399000,389000,True,0,Conventional,2018-10-19,FAN - Falcon North,Meridian Ranch,118,0.97,4000,3384,3384,160,9415,1,49-Falcon,"Central Air, Natural Gas",0,"Main, One",230016432,230015134,3,3,4219410015,Solid Rock Realty,Keller Williams Clients Choice
,6621920,False,12637 Culebra Peak DR,Peyton,80831,PUD,Single Family,2 Story,5,4,3,2016,415000,407500,False,0,Conventional,2018-10-19,FAN - Falcon North,Meridian Ranch,127,0.98,4000,3264,3215,115,7829,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,Main,230014481,82423776,100,101,4219404071,Coldwell Banker Residential Brokerage             ,Shorewood Real Estate SOCO
,9271611,False,3729 Surrey LN,Colorado Springs,80918,PUD,Single Family,Tri-Level,3,2,1,1970,225000,225000,False,1157,Cash,2018-10-19,N/E - Northeast,Vista Grande,170,1,2000,1323,1278,0,6299,0,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air",0,"Lower, Masonry, One",230009080,230018667,4,4,6322412008,ERA Shields Real Estate,EXIT Realty DTC Cherry Ck Pike
,1992856,False,4143 Diamond Ridge VW,Colorado Springs,80918,R5,Townhouse,2 Story,3,3,2,2004,242500,246500,False,0,Cash,2018-10-19,N/E - Northeast,Montarbor Villas,163,1.02,2000,1486,1486,190,1443,0,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air",0,None,230008781,230000122,2,2,6314215118,Keller Williams Partners,O'Boyle Real Estate Group
,4321617,False,5863 Granby Hill DR,Colorado Springs,80923,PUD,Single Family,Tri-Level,3,2,2,1987,250000,250000,False,0,VA,2018-10-19,N/E - Northeast,Sundown,145,1,2000,1722,1722,0,4500,0,11-Colorado Springs,Forced Air,0,"Lower, Wood",230011845,230011004,39,39,6313105019,Best Realty Inc,The Cutting Edge
,9729769,False,6720 Snowbird PL,Colorado Springs,80918,R-1-6000,Single Family,4-Levels,4,4,2,1978,279900,281900,False,2000,FHA,2018-10-19,N/E - Northeast,Quail Meadows,129,1.01,3000,2178,2056,0,10353,0,20-Academy,"Ceiling Fan, Electric, Evaporative, Forced Air, Natural Gas, Solar Pas",0,"Basement, One, Stove",230009112,230020112,5,5,6309308020,Springs Elite Realty,Structure Real Estate Group
,6868289,False,5120 DIAMOND DR,Colorado Springs,80918,RR-0.5,Single Family,Ranch,5,3,5,1970,437500,396500,True,0,Cash,2018-10-19,N/E - Northeast,Park Vista Estates,165,0.91,5000,2650,2585,0,24000,3,11-Colorado Springs,"Central Air, Forced Air, Natural Gas",1,"Basement, Main, Masonry, Stove, Two, Wood",230004273,230013798,32,64,6323206012,MB-The Moore Agency Inc,American Dream Colorado
,7560967,False,443 Coyote Willow DR,Colorado Springs,80921,R1-6,Single Family,2 Story,4,3,3,2004,509900,509900,False,0,VA,2018-10-19,NGT - Northgate,Northgate Highlands,116,1,5000,4382,2840,125,11848,0,20-Academy,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230004754,230015436,2,2,6206409004,RE/MAX Properties Inc,RE/MAX Properties Inc
,5930530,False,13336 Cedarville WY,Colorado Springs,80921,PUD,Single Family,Ranch,5,3,3,2011,529000,522500,True,800,Conventional,2018-10-19,NGT - Northgate,Flying Horse,163,0.99,6000,3244,2920,65,14359,2,20-Academy,Forced Air,0,See Prop Desc Remarks,506013288,232019325,59,59,6208103006,BlueMatch,Colorado Home Realty
,2981884,False,378 Cougar LN,Guffey,80820,R,Single Family,Ranch,2,3,3,1993,339000,339000,True,0,Conventional,2018-10-19,PAR - Park,Pike Trails Ranch,121,1,3500,2800,2800,125,871200,2,Re-2-Park,"Ceiling Fan, Forced Air, Propane, Wood",20,"Free-standing, Main, Pellet, Stove, Two, Wood",230008911,187524839,11,11,13007,Saddle Up Realty LLC,Saddle Up Realty LLC
,7872415,False,3275 Leoti DR,Colorado Springs,80922,RS-6000,Single Family,2 Story,4,3,2,1986,265000,270000,False,0,VA,2018-10-19,PWR - Powers,Northcrest,135,1.02,2500,1964,1964,0,7840,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air",0,"Main, One, Wood",230008675,387557985,2,2,5332305022,Century 21 Curbow Realty,ERA Shields Real Estate
,8264552,False,7469 Straggler CR,Colorado Springs,80922,"AO, DF, R-1",Single Family,2 Story,4,3,2,2003,296500,300000,False,200,Conventional,2018-10-19,PWR - Powers,Stetson Ridge South,128,1.01,3000,2317,1624,0,5500,1,49-Falcon,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230003595,230010411,10,10,5320108010,"Park Avenue Properties of Colorado Springs, LLC",Struska Real Estate
,7831375,False,4635 Hotspur DR,Colorado Springs,80922,R-1-6000,Single Family,2 Story,4,3,2,1997,304900,304900,True,5000,VA,2018-10-19,PWR - Powers,Stetson Hills,106,1,3000,2872,2262,0,7122,1,49-Falcon,"Ceiling Fan, Forced Air, Natural Gas",0,"Gas, Main, One",230008232,230011217,21,21,5319414024,Keller Williams Premier Realty,"RE/MAX Advantage Realty, Inc."
,2535921,False,3505 Atlantic DR,Colorado Springs,80910,PUD,Townhouse,2 Story,2,2,1,1985,187000,190000,True,3000,VA,2018-10-19,S/E - Southeast,Fifteenth Fairway,163,1.02,1500,1146,1146,194,1815,1,2-Harrison,"Central Air, Forced Air",0,"Main, Pellet, Stove",230014662,230011989,4,4,6422107052,Keller Williams Clients Choice Rlty,Springs Elite Realty
,2239528,False,1374 Keith DR,Colorado Springs,80916,R1-6,Single Family,Tri-Level,3,2,2,1977,223500,223500,False,3400,Conventional,2018-10-19,S/E - Southeast,Pikes Peak Panorama,129,1,2500,1729,1288,0,6599.34,0,2-Harrison,"Ceiling Fan, Natural Gas",0,"One, Wood",268001066,230003529,2,2,6423404003,EXIT Realty Meridian Ranch,Real Estate Marketing Group
,5177000,False,39 Mount Washington DR,Colorado Springs,80906,R2,Single Family,Ranch,2,2,1,1951,245000,245000,True,5000,Conventional,2018-10-19,S/W - Southwest,Cheyenne Heights,236,1,2500,1040,1040,0,9000,2,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Free-standing, Gas",230019887,230016910,8,8,6430221003,HomeSmart Realty Group,Pulse Real Estate Group LLC
,1713621,False,830 W Cheyenne RD,Colorado Springs,80906,R-1-6000,Single Family,2 Story,4,2,2,1899,575000,531000,True,6000,Conventional,2018-10-19,S/W - Southwest,Cheyenne Canyon,199,0.92,6000,2885,2675,0,15450,1,12-Cheyenne Mountain,"Central Air, Forced Air, Natural Gas",0,"Main, Masonry, One, Wood",230013033,230002751,14,14,7425300062,Broadmoor Properties,Sunflower Management LLC
,1866371,False,146 Upper Glenway,Palmer Lake,80133,R-3,Single Family,Ranch,3,1,1,1978,322000,322000,True,0,VA,2018-10-19,TRI - Tri-Lakes,Palmer Lake,144,1,3000,2240,1400,0,9375,3,38-Lewis-Palmer,Forced Air,0,"Main, One",635504004,230011217,0,0,7105224009,Non Member,"RE/MAX Advantage Realty, Inc."
,8146704,False,19744 Lindenmere DR,Monument,80132,R-1,Single Family,2 Story,4,4,3,2018,499900,490000,False,4000,Conventional,2018-10-19,TRI - Tri-Lakes,Misty Acres,131,0.98,5100,3811,3811,0,11263,0,38-Lewis-Palmer,"Forced Air, Natural Gas",0,"Gas, Main, Masonry, One",230016263,230004362,29,30,7102303152,New Home Star LLC,New Home Star LLC
,4741259,False,15240 Bronco DR,Colorado Springs,80921,"AG, RR-5",Single Family,Ranch,4,3,2,1974,535000,525000,True,0,VA,2018-10-19,TRI - Tri-Lakes,Green Mountain Ranch Estates,117,0.98,5000,4556,3822,0,238273.2,3,38-Lewis-Palmer,"Ceiling Fan, Forced Air, Other",5,"Basement, Wood",230014481,230000918,11,109,7132002030,Coldwell Banker Residential Brokerage             ,The Platinum Group
,9351862,False,1708 N 7th ST,Colorado Springs,80907,R-2,Single Family,Ranch,1,2,0,1909,124900,120000,True,0,Cash,2018-10-19,WES - West,Del Norte Add Colo Spgs,84,0.96,3000,1495,1495,0,7500,1,11-Colorado Springs,See Prop Desc Remarks,0,See Prop Desc Remarks,226500044,230010859,7,7,7401405004,"Saint Vrain Realty Associates, LLC",csmove.com
,3880163,False,107 S Coraline ST,Woodland Park,80863,UR,Single Family,Ranch,2,1,0,1947,239000,235000,True,5000,USDA,2018-10-19,WPK - Woodland Park,Highland,234,0.98,2000,1020,1020,0,4356,2,Re2-Woodland Park,"Forced Air, Natural Gas",0,None,230000822,230017515,21,28,29242220020,Lenore Hotchkiss,RE/MAX Performance Inc
,3179723,False,1140 Windflower LN,Woodland Park,80863,SR,Single Family,Raised Ranch,4,4,3,2001,545000,545000,True,0,Conventional,2018-10-19,WPK - Woodland Park,Eagle Pines,144,1,5000,3790,3752,50,24393.6,2,Re2-Woodland Park,"Ceiling Fan, Forced Air, Natural Gas",1,"Basement, Gas, Main, Stove, Two",230000228,230020073,73,74,29141090180,Keller Williams Clients Choice Rlty,Keller Williams Clients Choice
